排名,英文姓名,中文姓名,财富（十亿美元）,行业,国籍,x,y
1717,Darwin Deason,达尔文·迪森,1.3,Xerox,美国,45.04,40.07
1717,Wang Ren-Sheng,王任生,1.3,零售,中国台湾,120.96,23.7
1717,Dieter Schnabel,迪特尔·施纳贝尔,1.3,化工,德国,10.45,51.17
1717,Jamie Dimon,杰米·戴蒙,1.3,银行业,美国,45.04,40.07
1717,Thomas Wu,吴东亮,1.3,金融,中国台湾,120.96,23.7
1717,Clement Fayat,克莱门特·法亚,1.3,建筑施工,法国,2.21,46.23
1717,Donald Foss,唐纳德•福斯,1.3,汽车贷款,美国,45.04,40.07
1717,Raghuvinder Kataria,拉古维德尔·卡塔里亚,1.3,多元化经营,英国,-3.44,55.38
1717,Ilona Herlin,伊洛纳·赫林,1.3,"升降机,滚梯",芬兰,25.75,61.92
1717,Anne Gittinger,安妮·吉廷杰,1.3,诺德斯特姆百货,美国,45.04,40.07
1717,Murat Vargi,穆拉特·瓦尔吉,1.3,电信,土耳其,35.24,38.96
1717,Stelios Haji-Ioannou,斯泰利奥斯·哈吉-约安努,1.3,易捷,塞浦路斯,33.43,35.13
1717,Sue Gross,苏·格罗斯,1.3,投资,美国,45.04,40.07
1717,Thongma Vijitpongpun,汤格玛·维吉波旁,1.3,房地产,泰国,100.99,15.87
1717,Bruce Flatt,布鲁斯·弗拉特,1.3,资金管理,加拿大,-106.35,56.13
1717,Mitchell Jacobson,米切尔·雅各布森,1.3,工业设备,美国,45.04,40.07
1717,Thomas Meyer,托马斯·梅耶,1.3,服装零售,瑞士,8.23,46.82
1717,Dani Reiss,丹尼尔·雷斯,1.3,羽绒,加拿大,-106.35,56.13
1717,Alexander Karp,亚历山大·卡普,1.3,软件,美国,45.04,40.07
1717,Chey Ki-Won,崔璂源,1.3,"计算机服务,电信",韩国,127.98,37.66
1717,Joesley Batista,侯斯里·巴蒂斯塔,1.3,牛肉加工,巴西,-51.93,-14.24
1717,Sidney Kimmel,西德尼·肯莫,1.3,零售,美国,45.04,40.07
1717,Said Gutseriev,萨伊德·古茨列夫,1.3,"石油,零售",俄罗斯,105.32,61.52
1717,Wesley Batista,卫斯理·巴蒂斯塔,1.3,牛肉加工,巴西,-51.93,-14.24
1717,Cargill MacMillan III,卡吉尔·麦克米伦三世,1.3,嘉吉,美国,45.04,40.07
1717,Eugene Kaspersky,阿卡迪·沃罗兹,1.3,软件,俄罗斯,105.32,61.52
1717,Manny Stul,曼尼·斯托尔,1.3,玩具,澳大利亚,133.78,25.27
1717,John MacMillan,约翰·麦克米伦,1.3,嘉吉,美国,45.04,40.07
1717,Sergei Katsiev,谢尔盖·卡西夫,1.3,"零售,批发",俄罗斯,105.32,61.52
1717,Reinold Geiger,雷诺德·盖格,1.3,美容产品,奥地利,14.55,47.52
1717,Martha MacMillan,玛莎·麦克米伦,1.3,嘉吉,美国,45.04,40.07
1717,Sergei Kolesnikov,尤金·卡巴斯基,1.3,建材,俄罗斯,105.32,61.52
1717,William MacMillan,威廉·麦克米伦,1.3,嘉吉,美国,45.04,40.07
1717,Andrei Kosogov,安德烈·科斯索高夫,1.3,"石油,银行业,电信",俄罗斯,105.32,61.52
1717,Gary Magness,加里·马格尼斯,1.3,"有线电视,投资",美国,45.04,40.07
1717,Yuri Kovalchuk,谢尔盖·科列斯尼科夫,1.3,"银行业,保险,媒体",俄罗斯,105.32,61.52
1717,Alexander Rovt,亚历山大·罗夫特,1.3,"化肥,房地产",美国,45.04,40.07
1717,Megdet Rahimkulov,安德烈·科索高夫,1.3,投资,俄罗斯,105.32,61.52
1717,Steven Sarowitz,史蒂芬·萨洛茨,1.3,工资软件,美国,45.04,40.07
1717,Igor Rybakov,尤里·科瓦尔恰克,1.3,建材,俄罗斯,105.32,61.52
1717,Cai Hongbin,蔡红兵,1.3,制药,中国内地,104.2,35.86
1717,Airat Shaimiev,米杰特·拉希姆库洛夫,1.3,"炼油,化工",俄罗斯,105.32,61.52
1717,Chen Jinshi,陈锦石,1.3,"建筑施工,房地产",中国内地,104.2,35.86
1717,Radik Shaimiev,伊戈尔·雷巴科夫,1.3,"炼油,化工",俄罗斯,105.32,61.52
1717,Du Jiangtao,杜江涛,1.3,化工,中国内地,104.2,35.86
1717,Eduardo Hochschild,爱德华多·霍赫希尔德,1.3,矿业,秘鲁,-75.02,-9.19
1717,He Xiaopeng,何小鹏,1.3,电动车辆,中国内地,104.2,35.86
1717,Jorge Rodriguez Rodriguez,霍尔志·罗德里格斯·罗德里格斯,1.3,加工牛奶,秘鲁,-75.02,-9.19
1717,Huang Wen Tsai,黄文仔,1.3,房地产,中国内地,104.2,35.86
1717,Tomasz Biernacki,托马兹·比埃纳季,1.3,超市,波兰,19.15,51.92
1717,Huang Li,黄立,1.3,成像系统,中国内地,104.2,35.86
1717,Rufino Vigil Gonzalez,鲁菲诺·比希尔·冈萨雷斯,1.3,钢铁,墨西哥,-102.55,23.63
1717,Lai Jianping,赖建平,1.3,酱油,中国内地,104.2,35.86
1717,Lily Safra,莉莉·萨夫拉,1.3,银行业,摩纳哥,7.42,43.74
1717,William Li,李斌,1.3,汽车,中国内地,104.2,35.86
1717,Wim van der Leegte,维姆·范·德·里戈特,1.3,制造,荷兰,5.29,52.13
1717,Li Yongxin,李永新,1.3,教育培训,中国内地,104.2,35.86
1717,Hideyuki Busujima,毒岛秀行,1.3,柏青哥机,日本,138.25,36.2
1717,Li Tan,李坦,1.3,制药,中国内地,104.2,35.86
1717,Tsuyoshi Matsushita,Tsuyoshi Matsushita,1.3,健身产品,日本,138.25,36.2
1717,Li Hongxin,李洪信,1.3,纸业及相关产品,中国内地,104.2,35.86
1717,Jeffrey Cheah,谢富年,1.3,房地产,马来西亚,101.98,4.21
1717,Liang Feng,梁丰,1.3,制造,中国内地,104.2,35.86
1717,Ayman Hariri,阿依曼·哈里里,1.3,"建筑施工,投资",黎巴嫩,35.86,33.85
1717,Ou Zonghong,欧宗洪,1.3,房地产,中国内地,104.2,35.86
1717,Barbara Benetton,芭芭拉·贝纳通,1.3,"时尚零售,投资",意大利,12.57,41.87
1818,Mark Pincus,马克·平卡斯,1.2,在线游戏,美国,45.04,40.07
1818,Xiong Xuqiang,熊续强,1.2,房地产,中国香港,114.11,22.4
1818,T.S. Kalyanaraman,T.S. 卡利亚纳拉曼,1.2,首饰,印度,78.96,20.59
1818,Zhuo Jun,卓军,1.2,印刷电路板,中国香港,114.11,22.4
1818,Wilhelm Beier,威尔姆·贝尔,1.2,制药,德国,10.45,51.17
1818,Tom Preston-Werner,汤姆·普雷斯顿·沃纳,1.2,协作软件,美国,45.04,40.07
1818,Tsai Chi-Jui,蔡其瑞,1.2,鞋业,中国台湾,120.96,23.7
1818,Fritz Draexlmaier,弗里茨·德科斯米尔,1.2,汽车零部件,德国,10.45,51.17
1818,Thomas Tull,托马斯·图尔,1.2,"电影,投资",美国,45.04,40.07
1818,Tseng Sing-ai,Tseng Sing-ai,1.2,石化,中国台湾,120.96,23.7
1818,Johannes Kaercher,约翰尼斯·凯驰,1.2,"吸尘器,清洁产品",德国,10.45,51.17
1818,Jayshree Ullal,雅什利·乌拉尔,1.2,计算机网络,美国,45.04,40.07
1818,Wong Chun Hong,Wong Chun Hong,1.2,房地产,英国,-3.44,55.38
1818,Karin Schick,卡琳·歇克,1.2,信息技术,德国,10.45,51.17
1818,George Yancopoulos,乔治•雅克波罗斯,1.2,制药,美国,45.04,40.07
1818,Mustafa Kucuk,穆斯塔法·库库克,1.2,时尚零售,土耳其,35.24,38.96
1818,Torsten Toeller,托尔斯滕·托勒尔,1.2,宠物食品,德国,10.45,51.17
1818,Richard Yuengling Jr.,小理查德·云灵,1.2,啤酒,美国,45.04,40.07
1818,Fuat Tosyali,福亚特·陶斯雅礼,1.2,钢铁,土耳其,35.24,38.96
1818,Susanne Zimmermann von Siefart,苏珊娜·齐默尔曼·西法特,1.2,"吸尘器,清洁产品",德国,10.45,51.17
1818,Chen Dejun,陈德军,1.2,快递,中国内地,104.2,35.86
1818,Khalifa Bin Butti Al Muhairi,哈里发·本·布提·木哈利,1.2,"医院,投资",阿联酋,53.85,23.42
1818,Youssef Mansour,优素福·曼苏尔,$1.20 ,多元化经营,埃及,30.8,26.82
1818,Chen Huwen,陈湖文,1.2,文具,中国内地,104.2,35.86
1818,Henadiy Boholyubov,贺南迪·博霍留勃夫,1.2,"银行业,投资",乌克兰,31.17,48.38
1818,Clelia Haji-Ioannou,克莱莉亚·哈吉-约安努,1.2,易捷,塞浦路斯,33.43,35.13
1818,Chen Huxiong,陈湖雄,1.2,文具,中国内地,104.2,35.86
1818,Manas Chiaravanond,玛纳斯·奇拉瓦诺德（音译）,1.2,多元化经营,泰国,100.99,15.87
1818,Terence (Terry ) Matthews,特伦斯（特里）·马修斯,1.2,电信,加拿大,-106.35,56.13
1818,Cheng Wei,程维,1.2,打车服务,中国内地,104.2,35.86
1818,Yupa Chiaravanond,余帕·奇拉瓦诺德（音译）,1.2,多元化经营,泰国,100.99,15.87
1818,K.Rai Sahi,K.拉伊·萨希,1.2,房地产,加拿大,-106.35,56.13
1818,Chi Yufeng,池宇峰,1.2,软件,中国内地,104.2,35.86
1818,Phongthep Chiaravanont,旁泰普·奇拉瓦诺特（音译）,1.2,多元化经营,泰国,100.99,15.87
1818,Samuel Barata,萨摩尔·巴拉塔,1.2,药店,巴西,-51.93,-14.24
1818,Dang Yanbao,党彦宝,1.2,煤炭,中国内地,104.2,35.86
1818,Prathip Chiravanond,普拉提普·奇拉瓦诺德（音译）,1.2,多元化经营,泰国,100.99,15.87
1818,Miguel Krigsner,米格尔·克里格斯纳,1.2,化妆品,巴西,-51.93,-14.24
1818,Dong Fan,董凡,1.2,医疗设备,中国内地,104.2,35.86
1818,Somporn Juangroongruangkit,Somporn Juangroongruangkit,1.2,汽车零部件,泰国,100.99,15.87
1818,Jorge Pinheiro Korende Lima,约格·皮埃罗·克兰德·利马,1.2,"医院,健康保险",巴西,-51.93,-14.24
1818,Hu Keqin,胡克勤,1.2,化工,中国内地,104.2,35.86
1818,Wu Xu,吴旭,1.2,房地产,圣基茨和尼维斯,-62.43,17.17
1818,Candido Pinheiro Korende Lima,坎迪多·皮埃罗·克兰德·利马,1.2,"医院,健康保险",巴西,-51.93,-14.24
1818,Hu Chengzhong,胡成中,1.2,制造,中国内地,104.2,35.86
1818,Michiel Le Roux,米切尔·勒鲁,1.2,银行业,南非,22.94,-30.56
1818,Kerr Neilson,克尔·尼尔森,1.2,投资,澳大利亚,133.78,25.27
1818,Huang Xiaofen,黄小芬,1.2,印刷电路板,中国内地,104.2,35.86
1818,Cho Jung-Ho,赵正镐,1.2,金融,韩国,127.98,37.66
1818,Terry Snow,特里·斯诺,1.2,"机场,房地产",澳大利亚,133.78,25.27
1818,Lai Jianfa,赖建法,1.2,快递,中国内地,104.2,35.86
1818,Chung Mong-Joon,郑梦准,1.2,"造船,工业机械",韩国,127.98,37.66
1818,Sam Tarascio,山姆·泰拉西奥,1.2,房地产,澳大利亚,133.78,25.27
1818,Li Guoqiang,李国强,1.2,汽车专卖店,中国内地,104.2,35.86
1818,Shin Dong-Guk,辛东谷（音译）,1.2,制药,韩国,127.98,37.66
1818,Antonio Gallardo Ballart,Antonio Gallardo Ballart,1.2,制药,西班牙,-3.75,40.46
1818,Liang Guangwei,梁光伟,1.2,多元化经营,中国内地,104.2,35.86
1818,Koh Wee Meng,许伟明,1.2,"房地产, 酒店",新加坡,103.82,1.35
1818,Jorge Gallardo Ballart,Jorge Gallardo Ballart,1.2,制药,西班牙,-3.75,40.46
1818,Liu Gexin,刘革新,1.2,制药,中国内地,104.2,35.86
1818,Ricardo Po Sr.,Ricardo Po Sr.,1.2,罐装食品,菲律宾,121.77,12.88
1818,Ni Zhaoxing,倪召兴,1.2,房地产,中国内地,104.2,35.86
1818,Elena Baturina,埃拉特·沙伊米耶夫,1.2,"投资,房地产",俄罗斯,105.32,61.52
1818,Ou Xueming,区学铭,1.2,房地产,中国内地,104.2,35.86
1818,Oleg Boyko,拉季克·沙伊米耶夫,1.2,多元化经营,俄罗斯,105.32,61.52
1818,Sun Xishuang,孙喜双,1.2,房地产,中国内地,104.2,35.86
1818,Gleb Fetisov,伊莲娜·巴图里纳,1.2,投资,俄罗斯,105.32,61.52
1818,Wang Zhendong,王振东,1.2,教育培训,中国内地,104.2,35.86
1818,Viktor Kharitonin,奥列格·博伊科,1.2,制药,俄罗斯,105.32,61.52
1818,Wang Qunbin,汪群斌,1.2,多元化经营,中国内地,104.2,35.86
1818,Nikita Mishin,格列布·费季索夫,1.2,"港口,铁路",俄罗斯,105.32,61.52
1818,Thomas Bailey,托马斯·贝利,1.2,资金管理,美国,45.04,40.07
1818,Wang Jian,汪建,1.2,医疗服务,中国内地,104.2,35.86
1818,Konstantin Nikolaev,维克托·卡利托宁,1.2,"港口,铁路",俄罗斯,105.32,61.52
1818,J. Hyatt Brown,J·亚特·布朗,1.2,保险,美国,45.04,40.07
1818,Wen Pengcheng,温鹏程,1.2,农产业,中国内地,104.2,35.86
1818,Albert Shigaboutdinov,尼基塔·米什金,1.2,"炼油,化工",俄罗斯,105.32,61.52
1818,James Duff,詹姆斯·达夫,1.2,"轮胎,多元化经营",美国,45.04,40.07
1818,Wong Kwong Yu,黄光裕,1.2,零售,中国内地,104.2,35.86
1818,Rustem Sulteev,康斯坦丁·尼克拉耶夫,1.2,"炼油,化工",俄罗斯,105.32,61.52
1818,Thomas Duff,托马斯·达夫,1.2,"轮胎,多元化经营",美国,45.04,40.07
1818,Xie Ketao,谢可滔,1.2,教育,中国内地,104.2,35.86
1818,Ion Tiriac,伊翁·提里亚克,1.2,"银行业,保险",罗马尼亚,24.97,45.94
1818,Joseph Edelman,约瑟夫·埃德尔曼,1.2,对冲基金,美国,45.04,40.07
1818,Xiu Laigui,修涞贵,1.2,制药,中国内地,104.2,35.86
1818,Emilio Azcarraga Jean,埃米利奥·阿兹卡拉加·让,1.2,电视播放,墨西哥,-102.55,23.63
1818,Henry Engelhardt,亨利·恩格哈特,1.2,保险,美国,45.04,40.07
1818,Xu Xudong,徐旭东,1.2,汽车零部件,中国内地,104.2,35.86
1818,Alfredo Harp Helu,阿尔弗雷多·哈普·埃卢,1.2,银行业,墨西哥,-102.55,23.63
1818,J. Christopher Flowers,J.克里斯托夫·弗劳尔斯,1.2,投资,美国,45.04,40.07
1818,Yang Shaopeng,杨绍鹏,1.2,航运,中国内地,104.2,35.86
1818,David Penaloza Alanis,大卫·佩尼亚洛萨·艾拉尼斯,1.2,收费公路,墨西哥,-102.55,23.63
1818,Donald Friese,唐纳德·弗里斯,1.2,制造,美国,45.04,40.07
1818,Yao Jinbo,姚劲波,1.2,在线市场,中国内地,104.2,35.86
1818,Yasuhiro Fukushima,福岛康博,1.2,视频游戏,日本,138.25,36.2
1818,Richard Hayne,理查德·海恩斯,1.2,Urban Outfitters,美国,45.04,40.07
1818,Ye Cheng,叶成,1.2,多元化经营,中国内地,104.2,35.86
1818,Toshio Motoya,Toshio Motoya,1.2,酒店,日本,138.25,36.2
1818,Irwin Jacobs,艾文·雅各布斯,1.2,半导体,美国,45.04,40.07
1818,Yu Guo,于果,1.2,教育,中国内地,104.2,35.86
1818,Lim Wee Chai,林伟才,1.2,橡胶手套,马来西亚,101.98,4.21
1818,Thomas James,托马斯·詹姆斯,1.2,金融,美国,45.04,40.07
1818,Zhang Wanzhen,张万镇,1.2,电子元件,中国内地,104.2,35.86
1818,Fahed Hariri,法哈德·哈里里,1.2,"建筑施工,投资",黎巴嫩,35.86,33.85
1818,Frank Laukien,弗兰克·劳基恩,1.2,科学设备,美国,45.04,40.07
1818,Zhang Keqiang,张克强,1.2,房地产,中国内地,104.2,35.86
1818,Mori Arkin,莫里·阿金,1.2,制药,以色列,34.85,31.05
1818,John Martin,约翰·马丁,1.2,制药,美国,45.04,40.07
1818,Zhang Xiaojuan,张小娟,1.2,物流,中国内地,104.2,35.86
1818,Dan Gertler,丹·格特勒,1.2,矿业,以色列,34.85,31.05
1818,Jerry Moyes,杰里·莫耶斯,1.2,交通运输,美国,45.04,40.07
1818,Changpeng Zhao,赵长鹏,1.2,加密货币交易所,中国内地,104.2,35.86
1818,Paolo Bulgari,保罗·宝格丽,1.2,奢侈品,意大利,12.57,41.87
1818,Bruce Nordstrom,布鲁斯·诺德斯特姆,1.2,诺德斯特姆百货,美国,45.04,40.07
1818,Huang Dawen,黄达文,1.2,硅业,中国香港,114.11,22.4
1818,Alberto Prada,阿尔贝托·普拉达,1.2,奢侈品,意大利,12.57,41.87
1818,Eren Ozmen,埃伦·厄兹曼,1.2,航空航天,美国,45.04,40.07
1818,Allan Wong,黄子欣,1.2,电子,中国香港,114.11,22.4
1818,Marina Prada,玛丽娜·普拉达,1.2,奢侈品,意大利,12.57,41.87
1818,Fatih Ozmen,法提赫·厄兹曼,1.2,航空航天,美国,45.04,40.07
1818,Wu Jianshu,邬建树,1.2,汽车零部件,中国香港,114.11,22.4
1818,Harindarpal Banga,哈林达帕尔·邦高,1.2,大宗商品,印度,78.96,20.59
1818,David Paul,大卫·保罗,1.2,医疗设备,美国,45.04,40.07
1941,Chen Xiaoying,陈小英,1.1,快递,中国内地,104.2,35.86
1941,Katarina Martinson,卡特里娜·马丁森,1.1,投资,瑞典,18.64,60.13
1941,Mark Leonard,马克·雷奥纳德,1.1,软件,加拿大,-106.35,56.13
1941,Madeleine Olsson Ericksson,马德琳·奥尔森·埃里克森,1.1,多元化经营,瑞典,18.64,60.13
1941,Maria Angela Aguiar Bellizia,玛丽亚·安杰拉·阿基尔·贝利西亚,1.1,银行业,巴西,-51.93,-14.24
1941,Chu Jinfu,楚金甫,1.1,电气化设备,中国内地,104.2,35.86
1941,Chung Yong-Jin,郑溶镇,1.1,零售,韩国,127.98,37.66
1941,Maurizio Billi,毛里齐奥·比利,1.1,仿制药,巴西,-51.93,-14.24
1941,Guo Ziwen,郭梓文,1.1,房地产,中国内地,104.2,35.86
1941,Kim Nam-Jung,金南正,1.1,食品,韩国,127.98,37.66
1941,Ana Maria Marcondes Penido Sant’Anna,安娜·玛丽亚·马孔德斯·佩尼多·圣安娜,1.1,收费公路,巴西,-51.93,-14.24
1941,Jin Huiming,金惠明,1.1,房地产,中国内地,104.2,35.86
1941,Koo Bon-Sik,具本式,1.1,"电子,家居产品",韩国,127.98,37.66
1941,Rubens Menin Teixeirade Souza,鲁宾斯·梅宁·特西拉德·索扎,1.1,"住房建设,银行业",巴西,-51.93,-14.24
1941,Lam Lung On,林龙安,1.1,房地产,中国内地,104.2,35.86
1941,Lee Joon-Ho,李俊昊,1.1,在线,韩国,127.98,37.66
1941,Gaston Glock,贾斯滕·格洛克,1.1,枪支,奥地利,14.55,47.52
1941,Li Jiaquan,李家权,1.1,化工,中国内地,104.2,35.86
1941,Shin Dong-Bin,辛东彬,1.1,零售,韩国,127.98,37.66
1941,Jose Llado Fernandez-Urrutia,何塞·拉多·费尔南德兹-乌鲁蒂亚,1.1,建筑施工,西班牙,-3.75,40.46
1941,Li Fengluan,李凤鸾,1.1,"钢铁,多元化经营",中国内地,104.2,35.86
1941,Roberto Ongpin,罗贝托·安宾,1.1,多元化经营,菲律宾,121.77,12.88
1941,Alberto Palatchi,阿尔贝托·帕拉奇,1.1,婚礼,西班牙,-3.75,40.46
1941,Liang Zhaoxian,梁昭贤,1.1,家电,中国内地,104.2,35.86
1941,Andrei Filatov,艾伯特·席加鲍狄诺夫,1.1,"港口,铁路",俄罗斯,105.32,61.52
1941,Liu Zhendong,刘振东,1.1,产业园,中国内地,104.2,35.86
1941,Vladimir Leschikov,弗拉基米尔·列斯契科夫,1.1,房地产,俄罗斯,105.32,61.52
1941,Liu Xuejing,刘学景,1.1,"铜,禽类",中国内地,104.2,35.86
1941,Vitaly Orlov,威特里·奥洛夫,1.1,渔业,俄罗斯,105.32,61.52
1941,Mi Enhua,米恩华,1.1,零售,中国内地,104.2,35.86
1941,Andrei Rappoport,安德烈·拉波波特,1.1,投资,俄罗斯,105.32,61.52
1941,Chanchai Ruayrungruang,严彬,1.1,房地产,中国内地,104.2,35.86
1941,Boris Rotenberg,鲍里斯·罗滕伯格,1.1,"建筑施工,管道,化工",俄罗斯,105.32,61.52
1941,Shen Yuxing,沈玉兴,1.1,房地产,中国内地,104.2,35.86
1941,P.N.C. Menon,P.N.C. 曼农,1.1,房地产,阿曼,55.98,21.47
1941,Wang Jianfeng,王剑峰,1.1,汽车零部件,中国内地,104.2,35.86
1941,Steven Schuurman,史蒂芬·舒曼,1.1,软件,荷兰,5.29,52.13
1941,Wang Miaotong,王苗通,1.1,汽车零部件,中国内地,104.2,35.86
1941,Pieter van der Does,皮耶特·冯·德·多斯,1.1,支付软件,荷兰,5.29,52.13
1941,Wen Yibo,文一波,1.1,废水处理,中国内地,104.2,35.86
1941,Folorunsho Alakija,弗罗伦索·阿拉基贾,1.1,石油,尼日利亚,8.68,9.08
1941,Xu Bo,徐波,1.1,移动游戏,中国内地,104.2,35.86
1941,Svein Stole,赛文·斯托尔,1.1,投资,挪威,8.47,60.47
1941,Xu Qiming,徐其明,1.1,"食品,艺术",中国内地,104.2,35.86
1941,Soichiro Fukutake,福武总一郎,1.1,教育,日本,138.25,36.2
1941,Mark Yang,杨浩涌,1.1,电商,中国内地,104.2,35.86
1941,Kagemasa Kozuki,上月景正,1.1,视频游戏,日本,138.25,36.2
1941,You Xiaoping,尤小平,1.1,"化工,氨纶纤维",中国内地,104.2,35.86
1941,Shoji Uehara,上原昭二,1.1,制药,日本,138.25,36.2
1941,William Ackman,威廉·阿克曼,1.1,对冲基金,美国,45.04,40.07
1941,Zan Shengda,昝圣达,1.1,多元化经营,中国内地,104.2,35.86
1941,Zadik Bino,扎力克·宾诺,1.1,"银行业,石油",以色列,34.85,31.05
1941,Sara Blakely,萨拉·布雷克里,1.1,Spanx,美国,45.04,40.07
1941,Zhang Zhixiang,张志祥,1.1,钢铁,中国内地,104.2,35.86
1941,Liora Ofer,理奥拉·奥弗,1.1,投资,以色列,34.85,31.05
1941,Adam Bowen,亚当·博文,1.1,电子烟,美国,45.04,40.07
1941,Zhang Guiping,张桂平,1.1,房地产,中国内地,104.2,35.86
1941,Ciputra,徐清华,1.1,房地产,印尼,113.92,-0.79
1941,Paul Fireman,保罗·费尔曼,1.1,Reebok,美国,45.04,40.07
1941,Zhang Yubai,张雨柏,1.1,酒业,中国内地,104.2,35.86
1941,Harjo Sutanto,陈锡淼,1.1,消费品,印尼,113.92,-0.79
1941,Jeff Green,杰弗·格灵,1.1,数字广告,美国,45.04,40.07
1941,Zheng Yuewen,郑跃文,1.1,投资,中国内地,104.2,35.86
1941,Hary Tanoesoedibjo,陈明立,1.1,媒体,印尼,113.92,-0.79
1941,Richard Kayne,理查德·凯恩,1.1,投资,美国,45.04,40.07
1941,Zhou Zongwen,周宗文,1.1,首饰,中国内地,104.2,35.86
1941,Anu Aga,阿努·阿迦,1.1,工程,印度,78.96,20.59
1941,Jim Koch,吉姆·科赫,1.1,啤酒,美国,45.04,40.07
1941,Lin Dingqiang,林定强,1.1,房地产,中国香港,114.11,22.4
1941,Radhe Shyam Agarwal,拉达·希亚姆·阿加瓦尔,1.1,消费品,印度,78.96,20.59
1941,Theodore Leonsis,西奥多·莱昂西斯,1.1,体育团队,美国,45.04,40.07
1941,Lo Ka Shui,罗嘉瑞,1.1,房地产,中国香港,114.11,22.4
1941,Achal Bakeri,阿卡·贝克里,1.1,空调,印度,78.96,20.59
1941,Nancy Lerner,南希·勒纳,1.1,"银行业,信用卡",美国,45.04,40.07
1941,Bruce Cheng,郑崇华,1.1,电子,中国台湾,120.96,23.7
1941,Pradip Burman,帕拉迪普·博缅,1.1,消费品,印度,78.96,20.59
1941,Norma Lerner,诺玛·勒纳,1.1,"银行业,信用卡",美国,45.04,40.07
1941,Gustavo Cisneros,古斯塔沃·西斯内罗斯,1.1,媒体,委内瑞拉,-66.59,6.42
1941,R.G. Chandramogan,R.G. 钱德拉莫根,1.1,奶业,印度,78.96,20.59
1941,Randolph Lerner,兰道夫·勒纳,1.1,"银行业,信用卡",美国,45.04,40.07
1941,Mark Dixon,马克·迪克森,1.1,写字楼房地产,英国,-3.44,55.38
1941,Sandeep Engineer,桑蒂普·安吉尼尔,1.1,塑料管道,印度,78.96,20.59
1941,Frederic Luddy,弗雷德里克·鲁迪,1.1,软件,美国,45.04,40.07
1941,Mohammed Ibrahim,穆罕默德·易卜拉辛,1.1,传播,英国,-3.44,55.38
1941,Radhe Shyam Goenka,拉达·希亚姆·戈恩卡,1.1,消费品,印度,78.96,20.59
1941,William Macaulay,威廉·麦考利,1.1,能源投资,美国,45.04,40.07
1941,Simon Nixon,西蒙·尼克森,1.1,比价网站,英国,-3.44,55.38
1941,Hemendra Kothari,赫门德拉·科达利,1.1,金融服务,印度,78.96,20.59
1941,Duncan MacMillan,邓肯·麦克米伦,1.1,彭博,美国,45.04,40.07
1941,Hamdi Akin,哈姆迪·阿金,1.1,多元化经营,土耳其,35.24,38.96
1941,Anna Maria Braun,安娜·玛利亚·布劳恩,1.1,医疗技术,德国,10.45,51.17
1941,James Monsees,詹姆斯·蒙希斯,1.1,电子烟,美国,45.04,40.07
1941,Mehmet Nazif Gunal,穆罕默德·纳齐夫·居纳尔,1.1,"旅游业,建筑施工",土耳其,35.24,38.96
1941,Johanna Braun,乔安娜·布劳恩,1.1,医疗技术,德国,10.45,51.17
1941,Michael Price,迈克尔·普莱斯,1.1,投资,美国,45.04,40.07
1941,Deniz Sahenk,德尼兹·萨罕克,1.1,多元化经营,土耳其,35.24,38.96
1941,Karl Friedrich Braun,卡尔·弗里德里希·布劳恩,1.1,医疗技术,德国,10.45,51.17
1941,Steven Roth,史蒂文·罗斯,1.1,房地产,美国,45.04,40.07
1941,Ayhan Tosyali,阿亚罕·陶斯雅礼,1.1,钢铁,土耳其,35.24,38.96
1941,Andreas Pohl,安德里亚斯·普勒,1.1,共同基金,德国,10.45,51.17
1941,Chris Sacca,克里斯·萨加,1.1,创投,美国,45.04,40.07
1941,Fatih Tosyali,法提赫·陶斯雅礼,1.1,钢铁,土耳其,35.24,38.96
1941,Reinfried Pohl,莱恩弗里德· 波尔,1.1,共同基金,德国,10.45,51.17
1941,Alice Schwartz,爱丽丝·舒尔茨,1.1,生物技术,美国,45.04,40.07
1941,Ihor Kolomoyskyy,伊戈尔·克罗莫伊斯基,1.1,"银行业,投资",乌克兰,31.17,48.38
1941,Sandor Csanyi,桑多·萨尼,1.1,"金融,房地产",匈牙利,9.5,47.16
1941,Michael Steinhardt,迈克尔·斯坦哈特,1.1,对冲基金,美国,45.04,40.07
1941,Anant Asavabhokin,Anant Asavabhokin,1.1,房地产,泰国,100.99,15.87
1941,Francis Holder,弗朗西斯·奥尔代,1.1,面包店,法国,2.21,46.23
1941,Anthony Wood,安东尼·伍德,1.1,Roku,美国,45.04,40.07
1941,Rit Thirakomen,里特·泰拉科门,1.1,餐厅,泰国,100.99,15.87
1941,Polys Haji-Ioannou,鲍里斯·哈吉-约安努,1.1,易捷,塞浦路斯,33.43,35.13
1941,Che Fengsheng,车冯升,1.1,制药,中国内地,104.2,35.86
1941,Louise Lindh,路易斯·林德,1.1,投资,瑞典,18.64,60.13
1941,Jack Cockwell,杰克·库克维尔,1.1,"房地产,私募股权",加拿大,-106.35,56.13
1941,Chen Tianqiao,陈天桥,1.1,在线游戏,中国内地,104.2,35.86
2057,Wang Muqing,王木清,1,汽车专卖店,中国内地,104.2,35.86
2057,Chirayu Amin,吉拉育·阿明,1,制药,印度,78.96,20.59
2057,Binny Bansal,比尼·班萨尔,1,电商,印度,78.96,20.59
2057,Wang Zhenghua,王正华,1,廉价航空公司,中国内地,104.2,35.86
