排名,英文姓名,中文姓名,财富（十亿美元）,行业,国籍,x,y
1116,Bernard Fraisse,伯纳德·弗雷斯,2.1,制药,法国,2.21,46.23
1116,Osman Kibar,奥斯曼·吉巴尔,2.1,生物技术,美国,45.04,40.07
1116,Christian Latouche,克里斯蒂安·拉杜什,2.1,会计服务,法国,2.21,46.23
1116,Dan Kurzius,丹·库奇伍兹,2.1,电子邮件营销,美国,45.04,40.07
1116,Mika Anttonen,米卡·安托宁,2.1,油气,芬兰,25.75,61.92
1116,Thai Lee,李泰,2.1,IT提供商,美国,45.04,40.07
1116,Aloysiode Andrade Faria,阿利奥索·安德雷德·法利亚,2.1,银行业,巴西,-51.93,-14.24
1116,Jeffrey Lurie,杰弗里·卢里,2.1,费城老鹰队,美国,45.04,40.07
1116,Patokh Chodiev,帕特科·乔迪耶夫,2.1,"矿业,金属",比利时,4.47,50.5
1116,Bobby Murphy,鲍比·墨菲,2.1,Snapchat,美国,45.04,40.07
1116,Daniel Mate,丹尼尔·马特,2.1,"矿业,",西班牙,-3.75,40.46
1116,Antony Ressler,安东尼·雷斯勒,2.1,金融,美国,45.04,40.07
1116,Kavitark Ram Shriram,卡维塔克·拉姆·斯里兰姆,2.1,"创投,谷歌",美国,45.04,40.07
1116,Evan Spiegel,埃文·斯皮格尔,2.1,Snapchat,美国,45.04,40.07
1116,Elaine Wynn,伊莲·韦恩,2.1,"博彩,酒店",美国,45.04,40.07
1116,Chen Jinxia,陈金霞,2.1,投资,中国内地,104.2,35.86
1116,Chen Hua,陈华,2.1,房地产,中国内地,104.2,35.86
1116,Huang Zhenda,黄振达,2.1,建筑施工,中国内地,104.2,35.86
1116,Liang Yunchao,梁允超,2.1,营养品,中国内地,104.2,35.86
1116,Liu Hanyuan,刘汉元,2.1,农产业,中国内地,104.2,35.86
1116,Shen Guojun,沈国军,2.1,零售,中国内地,104.2,35.86
1116,Zhang Xiugen,张秀根,2.1,汽车,中国内地,104.2,35.86
1116,Zhang Xuansong,张轩松,2.1,超市,中国内地,104.2,35.86
1116,Chu Lam Yiu,朱林瑶,2.1,香料,中国香港,114.11,22.4
1116,Michael Ying,邢李㷧,2.1,零售,中国香港,114.11,22.4
1116,Lin Ming-hsiung,林敏雄,2.1,超市,中国台湾,120.96,23.7
1116,Mark Coombs,马克·库姆斯,2.1,金融,英国,-3.44,55.38
1116,Husnu Ozyegin,胡斯鲁·奥兹耶金,2.1,"金融,多元化经营",土耳其,35.24,38.96
1116,Georg von Opel,格奥尔格·冯·欧佩尔,2.1,"房地产,投资",瑞士,8.23,46.82
1116,Chang Yun Chung,张允中,2.1,航运,新加坡,103.82,1.35
1116,Igor Makarov,迪米特里·潘比安斯基,2.1,投资,俄罗斯,105.32,61.52
1116,Alexey Repik,奥列格·京科夫,2.1,制药,俄罗斯,105.32,61.52
1116,Caroline Hagen Kjos,卡罗琳·哈根·克约斯,2.1,多元化经营,挪威,8.47,60.47
1116,Bahaa Hariri,巴哈·哈里里,2.1,"房地产,投资",黎巴嫩,35.86,33.85
1116,Luigi Rovati,卢基·罗瓦帝,2.1,制药,意大利,12.57,41.87
1116,John Collison,约翰·克里森,2.1,支付软件,爱尔兰,-8.24,53.41
1116,Patrick Collison,帕特里克·克里森,2.1,支付软件,爱尔兰,-8.24,53.41
1116,Shyam & Hari Bhartia,巴迪亚兄弟,2.1,多元化经营,印度,78.96,20.59
1168,Wang Yanqing,王燕清,2,电气化设备,中国内地,104.2,35.86
1168,Wang Chaobin,王超斌,2,房地产,中国内地,104.2,35.86
1168,Wu Yulan,吴羽岚,2,制药,中国内地,104.2,35.86
1168,Martin Lau,刘炽平,2,电商,中国香港,114.11,22.4
1168,Tang Yiu,邓耀,2,时尚,中国香港,114.11,22.4
1168,Chen Tei-Fu,陈得福,2,中草药产品,中国台湾,120.96,23.7
1168,Chen Yung-Tai ,陈永泰,2,房地产,中国台湾,120.96,23.7
1168,Lin Chang Su-O,Lin Chang Su-O,2,房地产,中国台湾,120.96,23.7
1168,Rudy Ma,马志玲,2,金融,中国台湾,120.96,23.7
1168,Eddie & Sol Zakay,埃迪·扎卡伊和索尔·扎卡伊,2,房地产,英国,-3.44,55.38
1168,Semahat Sevim Arsel,赛玛哈特·塞维姆·阿塞尔,2,多元化经营,土耳其,35.24,38.96
1168,Ferit Faik Sahenk,弗里特·法伊克·萨罕克,2,多元化经营,土耳其,35.24,38.96
1168,Kiat Chiaravanont,谢吉（音）,2,多元化经营,泰国,100.99,15.87
1168,Harald Link,哈拉尔·林克,2,多元化经营,泰国,100.99,15.87
1168,Prachak Tangkaravakoon,Prachak Tangkaravakoon,2,涂料,泰国,100.99,15.87
1168,Nikolai Buinov,伊戈尔·马卡洛夫,2,油气,俄罗斯,105.32,61.52
1168,S. Daniel Abraham,S·丹尼尔·亚伯拉罕,2,Slim-Fast,美国,45.04,40.07
1168,Alexander Nesis,阿列克谢·列皮克,2,"金属,银行业,肥料",俄罗斯,105.32,61.52
1168,Leslie Alexander,莱斯利·亚历山大,2,体育团队,美国,45.04,40.07
1168,Aziz Akhannouch,阿齐兹 ·阿赫努什,2,"石油,多元化经营",摩洛哥,-7.09,31.79
1168,Herbert Allen,赫伯特·艾伦,2,投资银行业,美国,45.04,40.07
1168,Kazuo Okada,冈田和生,2,博彩,日本,138.25,36.2
1168,Steve Conine,史蒂夫·科奈恩,2,在线零售,美国,45.04,40.07
1168,Masateru Uno,宇野正晃,2,药店,日本,138.25,36.2
1168,Glenn Dubin,格伦·杜宾,2,对冲基金,美国,45.04,40.07
1168,Thomas Bruch,托马斯·布鲁赫,2,零售,德国,10.45,51.17
1168,Frank Fertitta III,弗兰克·菲尔蒂塔三世,2,"博彩,混合格斗术",美国,45.04,40.07
1168,Bergit Douglas,比尔吉特·道格拉斯,2,消费品,德国,10.45,51.17
1168,Lorenzo Fertitta,洛伦索·费尔蒂塔,2,"博彩,混合格斗术",美国,45.04,40.07
1168,Alfred Oetker,阿尔弗雷德·厄特克尔,2,消费品,德国,10.45,51.17
1168,Phillip Frost,菲利普·弗罗斯特,2,制药,美国,45.04,40.07
1168,August Oetker,奥古斯特·厄特克尔,2,消费品,德国,10.45,51.17
1168,Jeffrey Gundlach,杰弗里·冈拉克,2,投资,美国,45.04,40.07
1168,Carl Ferdinand Oetker,卡尔·斐迪南·厄特克尔,2,消费品,德国,10.45,51.17
1168,W. Herbert Hunt,W.赫伯特·亨特,2,石油,美国,45.04,40.07
1168,Christian Oetker,克里斯汀·厄特克尔,2,消费品,德国,10.45,51.17
1168,Bruce Karsh,布鲁斯·卡什,2,私募股权,美国,45.04,40.07
1168,Julia Oetker,茱莉亚·厄特克尔,2,消费品,德国,10.45,51.17
1168,Henry Laufer,亨利·劳费尔,2,对冲基金,美国,45.04,40.07
1168,Richard Oetker,理查德·厄特克尔,2,消费品,德国,10.45,51.17
1168,Thomas Lee,托马斯·李,2,私募股权,美国,45.04,40.07
1168,Rosely Schweizer,罗斯利·施魏策尔,2,消费品,德国,10.45,51.17
1168,Howard Marks,霍华德·马克斯,2,私募股权,美国,45.04,40.07
1168,Dulce Pugliese de Godoy Bueno,杜耳塞·普格里斯·德·戈多伊·布埃诺,2,"医院,医疗保险",巴西,-51.93,-14.24
1168,Nicholas Pritzker II,尼古拉斯·普利兹克二世,2,"酒店,投资",美国,45.04,40.07
1168,Alexandre Grendene Bartelle,亚历山大·格雷顿·巴泰勒,2,鞋业,巴西,-51.93,-14.24
1168,Niraj Shah,尼拉吉·沙阿,2,在线零售,美国,45.04,40.07
1168,Helena Revoredo,海伦娜·雷沃雷多,2,安全,西班牙,-3.75,40.46
1168,Tim Sweeney,蒂姆·斯维尼,2,视频游戏,美国,45.04,40.07
1168,Gu Yuhua,顾玉华,2,家具,中国内地,104.2,35.86
1168,Li Haiyan,李海燕,2,餐厅,中国内地,104.2,35.86
1168,Lin Xiucheng,林秀成,2,电子,中国内地,104.2,35.86
1168,Lu Weiding,鲁伟鼎,2,多元化经营,中国内地,104.2,35.86
1168,Qian Dongqi,钱东奇,2,家用电器,中国内地,104.2,35.86
1168,Shi Yonghong,施永宏,2,餐厅,中国内地,104.2,35.86
1168,Wang Changtian,王长田,2,"电视,电影制作",中国内地,104.2,35.86
1168,Wang Wenbiao,王文彪,2,"天然气,肥料",中国内地,104.2,35.86
1168,Wang Laichun,王来春,2,电子元件,中国内地,104.2,35.86
1168,Wang Laisheng,王来胜,2,电子元件,中国内地,104.2,35.86
1227,Linda Pritzker,琳达·普利兹克,1.9,"酒店,投资",美国,45.04,40.07
1227,Jean Salata,庄佳诚,1.9,金融,智利,-71.54,-35.68
1227,Larry Robbins,拉里·罗宾斯,1.9,对冲基金,美国,45.04,40.07
1227,Rodney Sacks,罗德尼·萨克斯,1.9,能源饮料,美国,45.04,40.07
1227,Lucy Stitzer,露西·斯蒂泽,1.9,嘉吉,美国,45.04,40.07
1227,William Stone,威廉姆·斯通,1.9,软件,美国,45.04,40.07
1227,Katherine Tanner,凯瑟琳·坦纳,1.9,嘉吉,美国,45.04,40.07
1227,John Tyson,约翰·泰森,1.9,食品加工,美国,45.04,40.07
1227,Amy Wyss,艾米·怀斯,1.9,医疗设备,美国,45.04,40.07
1227,David Zalik,大卫·扎利克,1.9,金融技术,美国,45.04,40.07
1227,Chen Jianhua,陈建华,1.9,化工,中国内地,104.2,35.86
1227,Gao Dekang,高德康,1.9,服装,中国内地,104.2,35.86
1227,Lu Di,陆地,1.9,无人机,中国内地,104.2,35.86
1227,Mao Lixiang,茅理翔,1.9,厨房电器,中国内地,104.2,35.86
1227,Miao Shouliang,缪寿良,1.9,房地产,中国内地,104.2,35.86
1227,Nan Cunhui,南存辉,1.9,电力设备,中国内地,104.2,35.86
1227,Su Suyu,苏素玉,1.9,"公用事业,房地产",中国内地,104.2,35.86
1227,Chan Tan Ching-fen,陈潭庆芬,1.9,房地产,中国香港,114.11,22.4
1227,Thomas Lau,刘銮鸿,1.9,百货商店,中国香港,114.11,22.4
1227,Farhad Moshiri,法哈德·莫胥礼,1.9,多元化经营,英国,-3.44,55.38
1227,Hilton Schlosberg,希尔顿·施勒斯伯格,1.9,能源饮料,英国,-3.44,55.38
1227,Ahmet Calik,艾哈迈德·卡里克,1.9,"能源,银行业,建筑施工",土耳其,35.24,38.96
1227,Mustafa Rahmi Koc,穆斯塔法·拉赫米·考克,1.9,多元化经营,土耳其,35.24,38.96
1227,Filiz Sahenk,菲丽兹·萨罕克,1.9,多元化经营,土耳其,35.24,38.96
1227,Mohammed Dewji,穆罕默德·德沃基,1.9,多元化经营,坦桑尼亚,34.89,-6.37
1227,William Heinecke,威廉·海内克,1.9,酒店,泰国,100.99,15.87
1227,Karl Scheufele,卡尔·舍费尔三世,1.9,首饰,瑞士,8.23,46.82
1227,Sam Goi,魏成辉,1.9,冷冻食品,新加坡,103.82,1.35
1227,Elizabeth Sy,Elizabeth Sy,1.9,多元化经营,菲律宾,121.77,12.88
1227,Aras Agalarov,尼古拉·布伊诺夫,1.9,房地产,俄罗斯,105.32,61.52
1227,Konstantin Strukov,亚历山大·涅西斯,1.9,"黄金,煤矿",俄罗斯,105.32,61.52
1227,Chang-Woo Han,韩昌祐,1.9,柏青哥店,日本,138.25,36.2
1227,Maria Franca Fissolo,玛丽亚·弗兰卡·菲索罗,1.9,"Nutella,巧克力",意大利,12.57,41.87
1227,Dermot Desmond,德莫特·德斯蒙德,1.9,金融,爱尔兰,-8.24,53.41
1227,Alexandra Daitch,亚历山大·戴奇,1.9,嘉吉,美国,45.04,40.07
1227,Abhay Firodia,阿贝·费罗迪亚,1.9,汽车,印度,78.96,20.59
1227,Stewart Horejsi,斯图尔特·霍热希,1.9,伯克希尔哈撒韦,美国,45.04,40.07
1227,Kishore Mariwala,基肖尔·马里瓦拉,1.9,消费品,印度,78.96,20.59
1227,Stanley Hubbard,斯坦利·哈伯德,1.9,DirecTV,美国,45.04,40.07
1227,Lachhman Das Mittal,拉奇曼·达斯·米塔尔,1.9,拖拉机,印度,78.96,20.59
1227,Jim Kavanaugh,吉姆·卡瓦纳夫,1.9,IT提供商,美国,45.04,40.07
1227,Vikas Oberoi,维卡斯·奥拜瑞,1.9,房地产,印度,78.96,20.59
1227,Chris Larsen,克里斯·拉森,1.9,加密货币,美国,45.04,40.07
1227,Ranjan Pai,兰詹·派,1.9,教育,印度,78.96,20.59
1227,William Lauder,威廉·劳德,1.9,雅诗兰黛,美国,45.04,40.07
1227,Leena Tewari,丽娜·特瓦里,1.9,制药,印度,78.96,20.59
1227,Sarah MacMillan,莎拉·麦克米伦,1.9,嘉吉,美国,45.04,40.07
1227,Albert Berner,阿尔伯特·伯纳,1.9,紧固件,德国,10.45,51.17
1227,David Murdock,大卫·默多克,1.9,"Dole,房地产",美国,45.04,40.07
1227,Alain Taravella,阿伦·塔拉韦拉,1.9,房地产,法国,2.21,46.23
1227,Kevin Plank,凯文·普兰克,1.9,Under Armour,美国,45.04,40.07
1227,Serge Godin,塞尔日·戈丹,1.9,信息,加拿大,-106.35,56.13
1227,Jennifer Pritzker,詹妮弗·普利兹克,1.9,"酒店,投资",美国,45.04,40.07
1227,David Hains,大卫·海恩斯,1.9,投资,澳大利亚,133.78,25.27
1281,Park Hyeon-Joo,朴炫柱,1.8,共同基金,韩国,127.98,37.66
1281,Carol Jenkins Barnett,卡罗尔·詹金斯·巴奈特,1.8,Publix超市,美国,45.04,40.07
1281,Shu Ping,舒萍,1.8,餐厅,新加坡,103.82,1.35
1281,William Berkley,威廉·伯克利,1.8,保险,美国,45.04,40.07
1281,Sergei Gordeev,阿拉斯·阿加拉罗夫,1.8,房地产,俄罗斯,105.32,61.52
1281,Christopher Cline,克里斯多夫·克莱恩,1.8,煤炭,美国,45.04,40.07
1281,Dominika Kulczyk,多米尼卡•库奇科,1.8,多元化经营,波兰,19.15,51.92
1281,Robert Duggan,罗伯特·杜根,1.8,制药,美国,45.04,40.07
1281,Roberto Hernandez Ramirez,罗伯托·赫尔南德兹·拉米雷斯,1.8,银行业,墨西哥,-102.55,23.63
1281,John Farber,约翰·法伯,1.8,化工,美国,45.04,40.07
1281,Othman Benjelloun,奥斯曼·本杰隆,1.8,"银行业,保险",摩洛哥,-7.09,31.79
1281,James France,詹姆斯·弗朗斯,1.8,Nascar,美国,45.04,40.07
1281,David Nahmad,大卫·纳哈迈德,1.8,艺术品收藏,摩纳哥,7.42,43.74
1281,Valentin Gapontsev,瓦伦丁·加蓬赛夫,1.8,激光,美国,45.04,40.07
1281,Johnde Mol,约翰·莫尔,1.8,电视,荷兰,5.29,52.13
1281,Bill Haslam,比尔·哈斯拉姆,1.8,卡车停车站,美国,45.04,40.07
1281,Yusaku Maezawa,前泽友作,1.8,在线零售,日本,138.25,36.2
1281,Michael Jordan,迈克尔·乔丹,1.8,"夏洛特黄蜂队,代言",美国,45.04,40.07
1281,Sandro Veronesi,桑德罗·维洛尼西,1.8,时尚,意大利,12.57,41.87
1281,William Koch,威廉·科赫,1.8,"石油,投资",美国,45.04,40.07
1281,Harsh Goenka,哈什·戈恩卡,1.8,多元化经营,印度,78.96,20.59
1281,Marc Lasry,马克·拉斯里,1.8,对冲基金,美国,45.04,40.07
1281,Sylvia Stroeher,西尔维娅·斯多赫,1.8,化妆品,德国,10.45,51.17
1281,David Lichtenstein,大卫·利希滕斯坦,1.8,房地产,美国,45.04,40.07
1281,Suat Gunsel,苏亚特·甘赛尔,1.8,"房地产,教育",塞浦路斯,33.43,35.13
1281,Craig McCaw,克雷格·麦考,1.8,电信,美国,45.04,40.07
1281,Jacques D’Amours,雅克·德阿莫斯,1.8,零售,加拿大,-106.35,56.13
1281,Manuel Moroun,曼努埃尔·莫罗恩,1.8,交通运输,美国,45.04,40.07
1281,Michael Lee-Chin,迈克尔·理钦,1.8,共同基金,加拿大,-106.35,56.13
1281,Jonathan Nelson,乔纳森·尼尔森,1.8,私募股权,美国,45.04,40.07
1281,Joao Alves de Queiroz Filho,若奥·阿尔维斯·德奎罗兹·菲尔霍,1.8,制药,巴西,-51.93,-14.24
1281,Brian Roberts,布莱恩·罗伯茨,1.8,康卡斯特,美国,45.04,40.07
1281,Julio Bozano,胡里奥·波扎诺,1.8,银行业,巴西,-51.93,-14.24
1281,Leonard Schleifer,伦纳德·施莱弗尔,1.8,制药,美国,45.04,40.07
1281,Carlos Sanchez,卡洛斯·桑切斯,1.8,仿制药,巴西,-51.93,-14.24
1281,Todd Wagner,托德·瓦格纳,1.8,在线媒体,美国,45.04,40.07
1281,Jack Cowin,杰克·考因,1.8,快餐,澳大利亚,133.78,25.27
1281,Ronald Wanek,罗纳德·威尼克,1.8,家具,美国,45.04,40.07
1281,Clive Palmer,克里夫·鲍尔默,1.8,矿业,澳大利亚,133.78,25.27
1281,Chen Kaixuan,陈凯旋,1.8,日化,中国内地,104.2,35.86
1281,Heloise Pratt,海洛薇兹·普拉特,1.8,"制造,投资",澳大利亚,133.78,25.27
1281,Jiang Weiping,蒋卫平,1.8,化工,中国内地,104.2,35.86
1281,David Teoh,大卫·张,1.8,电信,澳大利亚,133.78,25.27
1281,Jiang Yehua,蒋业华,1.8,房地产,中国内地,104.2,35.86
1281,Jaime Botin,杰米·博廷,1.8,银行业,西班牙,-3.75,40.46
1281,Li Li,李锂,1.8,制药,中国内地,104.2,35.86
1281,Hortensia Herrero,霍滕西亚·赫雷罗,1.8,超市,西班牙,-3.75,40.46
1281,Ren Jianhua,任建华,1.8,厨具,中国内地,104.2,35.86
1281,Francisco Jose Riberas Mera,弗朗西斯科·胡塞·里伯拉斯·梅拉,1.8,"钢铁,",西班牙,-3.75,40.46
1281,Shum Chiu Hung,岑钊雄,1.8,房地产,中国内地,104.2,35.86
1281,Juan Maria Riberas Mera,胡安·玛利亚·里伯拉斯·梅拉,1.8,钢铁,西班牙,-3.75,40.46
1281,Wei Shaojun,魏少军,1.8,房地产,中国内地,104.2,35.86
1281,Zhong Shanshan,钟睒睒,1.8,"饮料,制药",中国内地,104.2,35.86
1281,Zhu Gongshan,朱共山,1.8,太阳能板材料,中国内地,104.2,35.86
1281,Zhu Baoguo,朱保国,1.8,制药,中国内地,104.2,35.86
1281,Vivien Chen,陈慧慧,1.8,房地产,中国香港,114.11,22.4
1281,Christopher Kwok,郭基泓,1.8,房地产,中国香港,114.11,22.4
1281,Edward Kwok,郭颢澧,1.8,房地产,中国香港,114.11,22.4
1281,Raymond Kwok,郭炳联,1.8,房地产,中国香港,114.11,22.4
1281,Chin Jong Hwa,秦荣华,1.8,汽车零部件,中国台湾,120.96,23.7
1281,Stephen Rubin,斯蒂芬·鲁宾,1.8,体育服装,英国,-3.44,55.38
1281,Melih Abdulhayoglu,迈利赫·阿卜杜拉优格鲁,1.8,互联网安全,土耳其,35.24,38.96
1281,Keeree Kanjanapas,黄创山,1.8,交通运输,泰国,100.99,15.87
1281,Thaksin Shinawatra,他信·西那瓦,1.8,投资,泰国,100.99,15.87
1281,Wichai Thongtang,威猜·桑坦,1.8,投资,泰国,100.99,15.87
1281,Stefan Olsson,斯蒂芬·奥尔森,1.8,多元化经营,瑞典,18.64,60.13
1281,Koo Kwang-Mo,Koo Kwang-Mo,1.8,LG,韩国,127.98,37.66
1281,Lee Boo-Jin,李富真,1.8,"计算机服务,旅游业",韩国,127.98,37.66
1349,Jiang Bin,姜滨,1.7,声学组件,中国内地,104.2,35.86
1349,Regine Leibinger,雷吉娜·莱宾格,1.7,机械工具,德国,10.45,51.17
1349,Ke Xiping,柯希平,1.7,投资,中国内地,104.2,35.86
1349,Peter Leibinger,彼得·莱宾格,1.7,机械工具,德国,10.45,51.17
1349,Kong Jian Min,孔健岷,1.7,房地产,中国内地,104.2,35.86
1349,Clemens Toennies,克莱门斯·滕尼斯,1.7,肉类加工,德国,10.45,51.17
1349,Bill Liu,刘自鸿,1.7,电子,中国内地,104.2,35.86
1349,Robert Toennies,罗伯特·滕尼斯,1.7,肉类加工,德国,10.45,51.17
1349,Wong Luen Hei,黄联禧,1.7,建材,中国内地,104.2,35.86
1349,Horst Wortmann,霍斯特·沃特曼,1.7,鞋袜,德国,10.45,51.17
1349,Wu Guangming,吴光明,1.7,医疗设备,中国内地,104.2,35.86
1349,Vardis Vardinoyannis,瓦迪斯·瓦迪诺亚尼斯,1.7,油气,希腊,21.82,39.07
1349,Yang Erzhu,杨贰珠,1.7,房地产,中国内地,104.2,35.86
1349,Michel Chalhoub,米歇尔·沙卢布,1.7,零售,法国,2.21,46.23
1349,Yu Huijiao,喻渭蛟,1.7,快递,中国内地,104.2,35.86
1349,Dominique Desseigne,多米尼克·德塞涅,1.7,博彩,法国,2.21,46.23
1349,Gordon Wu,胡应湘,1.7,房地产,中国香港,114.11,22.4
1349,Marcel Adams,马塞尔·亚当斯,1.7,房地产,加拿大,-106.35,56.13
1349,Wu Kaiting,吴凯庭,1.7,电子,中国香港,114.11,22.4
1349,Hal Jackman,哈尔·杰克曼,1.7,"保险,",加拿大,-106.35,56.13
1349,Tony Chen,陈世卿,1.7,电子,中国台湾,120.96,23.7
1349,Pierre Karl Peladeau,皮埃尔·卡尔·佩拉度,1.7,媒体,加拿大,-106.35,56.13
1349,Andre Koo Sr.,辜仲立,1.7,金融服务,中国台湾,120.96,23.7
1349,Antonio Luiz Seabra,安东尼奥·路易斯·塞亚布拉,1.7,化妆品,巴西,-51.93,-14.24
1349,Tseng Cheng,Tseng Cheng,1.7,石化,中国台湾,120.96,23.7
1349,Ricardo Villela Marino,李加图·维埃拉·马里亚诺,1.7,银行业,巴西,-51.93,-14.24
1349,Ho Hung Anh,Ho Hung Anh,1.7,"消费品,银行业",越南,108.28,14.06
1349,Angela Bennett,安吉拉·贝内特,1.7,矿业,澳大利亚,133.78,25.27
1349,Tran Ba Duong,庄柏唐（音译）,1.7,汽车,越南,108.28,14.06
1349,Wolfgang Leitner,沃尔夫冈·莱特纳,1.7,工程,奥地利,14.55,47.52
1349,Dennis Gillings,丹尼斯·吉灵斯,1.7,药物测试,英国,-3.44,55.38
1349,Patricia Angelin Rossi,帕特丽夏·安赫里尼·罗西,1.7,"林业,矿业",智利,-71.54,-35.68
1349,Sezai Bacaksiz,塞扎·巴卡克希兹,1.7,多元化经营,土耳其,35.24,38.96
1349,Manuel Jove,曼努埃尔·约夫,1.7,房地产,西班牙,-3.75,40.46
1349,Suna Kirac,苏娜·基拉克,1.7,多元化经营,土耳其,35.24,38.96
1349,Nihat Ozdemir,尼哈特·奥兹德米尔,1.7,多元化经营,土耳其,35.24,38.96
1349,Saif Al Ghurair,赛义夫·古赖尔及,1.7,多元化经营,阿联酋,53.85,23.42
1349,Benjamin de Rothschild,本杰明·罗斯柴尔德,1.7,银行业,瑞士,8.23,46.82
1349,Myron Wentz,麦伦·温茨,1.7,健康产品,圣基茨和尼维斯,-62.43,17.17
1349,Kim Jun-Ki,金俊起,1.7,多元化经营,韩国,127.98,37.66
1349,Kim Taek-Jin,金泽辰,1.7,在线游戏,韩国,127.98,37.66
1349,Lee Joong-Keun,李重根,1.7,"建筑施工,房地产",韩国,127.98,37.66
1349,Lee Seo-Hyun,李叙显,1.7,"计算机服务,旅游业",韩国,127.98,37.66
1349,Asok Kumar Hiranandani,阿索克·库玛尔·赫然安达尼,1.7,房地产,新加坡,103.82,1.35
1349,David Booth,大卫·布斯,1.7,共同基金,美国,45.04,40.07
1349,Lim Oon Kuin,林恩强,1.7,石油交易,新加坡,103.82,1.35
1349,Paul Foster,保罗·福斯特,1.7,炼油,美国,45.04,40.07
1349,Alexander Klyachin,康斯坦丁·斯图鲁科夫,1.7,房地产,俄罗斯,105.32,61.52
1349,Mario Gabelli,马里奥·加贝利,1.7,资金管理,美国,45.04,40.07
1349,Sebastian Kulczyk,塞巴斯蒂安•库奇科,1.7,多元化经营,波兰,19.15,51.92
1349,Peter Gassner,彼得·加斯纳,1.7,软件,美国,45.04,40.07
1349,Tatiana Casiraghi,塔蒂阿娜·卡西拉吉,1.7,啤酒,摩纳哥,7.42,43.74
1349,Reid Hoffman,里德·霍夫曼,1.7,LinkedIn,美国,45.04,40.07
1349,Binod Chaudhary,比诺德·乔达里,1.7,多元化经营,尼泊尔,84.12,28.39
1349,Bradley Jacobs,布拉德利·雅各布斯,1.7,物流,美国,45.04,40.07
1349,Kommer Damen,科默·达曼,1.7,造船,荷兰,5.29,52.13
1349,Jimmy John Liautaud,吉米·约翰.利奥托德,1.7,三明治连锁,美国,45.04,40.07
1349,Ivar Tollefsen,伊瓦尔·托勒弗森,1.7,房地产,挪威,8.47,60.47
1349,Catherine Lozick,凯瑟琳·洛奇克,1.7,阀门制造,美国,45.04,40.07
1349,Yoshiko Mori,森佳子,1.7,房地产,日本,138.25,36.2
1349,Gary Michelson,加里·迈克逊,1.7,医疗专利,美国,45.04,40.07
1349,Syed Mokhtar Al Bukhary,赛莫达,1.7,"工程,能源,建筑施工",马来西亚,101.98,4.21
1349,Tor Peterson,托尔·彼得森,1.7,大宗商品,美国,45.04,40.07
1349,Koon Poh Keong,管保强,1.7,铝,马来西亚,101.98,4.21
1349,Julio Mario Santo Domingo III,胡里奥·马里奥·桑托·多明戈,1.7,啤酒,美国,45.04,40.07
1349,Shmuel Harlap,施梅尔·哈莱普,1.7,汽车,以色列,34.85,31.05
1349,Henry Swieca,亨利·斯维卡,1.7,对冲基金,美国,45.04,40.07
1349,Theodore Rachmat,西奥多·拉赫马特,1.7,多元化经营,印尼,113.92,-0.79
1349,Jeffrey Talpins,杰弗里·泰尔彭斯,1.7,对冲基金,美国,45.04,40.07
1349,Martua Sitorus,吴笙福,1.7,棕榈油,印尼,113.92,-0.79
1349,Chen Fashu,陈发树,1.7,投资,中国内地,104.2,35.86
1349,Peter Sondakh,彼得·松达,1.7,投资,印尼,113.92,-0.79
1349,Fu Guangming,傅光明,1.7,禽类,中国内地,104.2,35.86
1349,Anil Ambani,阿尼尔·安巴尼,1.7,多元化经营,印度,78.96,20.59
1349,Hu Baifan,胡柏藩,1.7,制药,中国内地,104.2,35.86
1349,Mofatraj Munot,穆法特拉杰·穆诺,1.7,房地产,印度,78.96,20.59
1425,Lin Fanlian,林凡连,1.6,"能源,房地产",中国内地,104.2,35.86
1425,Mahendra Prasad,玛韩德拉·普拉萨德,1.6,制药,印度,78.96,20.59
1425,Rajju Shroff,拉居·史洛夫,1.6,农产业,印度,78.96,20.59
1425,Ren Zhengfei,任正非,1.6,电信设备,中国内地,104.2,35.86
1425,Lutz Mario Helmig,卢茨·马里奥·赫尔米西,1.6,医院,德国,10.45,51.17
1425,Wang Xicheng,王希成,1.6,轮胎,中国内地,104.2,35.86
1425,Christoph Henkel,克里斯托夫·亨克尔,1.6,消费品,德国,10.45,51.17
1425,Swift Xie,谢嘉,1.6,无人机,中国内地,104.2,35.86
1425,Gilles Martin,吉勒斯·马丁,1.6,实验室服务,法国,2.21,46.23
1425,Xue Xiangdong,薛向东,1.6,软件,中国内地,104.2,35.86
1425,Martin Moller Nielsen,马丁·摩勒·尼尔森,1.6,航空器租赁,丹麦,9.5,56.26
1425,Yi Rubo,易如波,1.6,房地产,中国内地,104.2,35.86
1425,Stephen Jarislowsky,斯蒂芬·贾里斯罗夫斯基,1.6,资金管理,加拿大,-106.35,56.13
1425,Zeng Fangqin,曾芳勤,1.6,智能手机元件,中国内地,104.2,35.86
1425,Tobi Lutke,托比·卢克,1.6,电商,加拿大,-106.35,56.13
1425,Zhong Huijuan,钟慧娟,1.6,制药,中国内地,104.2,35.86
1425,Gerald Schwartz,杰拉尔德·施瓦茨,1.6,金融,加拿大,-106.35,56.13
1425,Zhu Xingliang,朱兴良,1.6,建筑施工,中国内地,104.2,35.86
1425,Luiza Helena Trajano,路易西亚·海伦那·塔拉加诺,1.6,零售连锁,巴西,-51.93,-14.24
